id,mentions_luxury,amenity_count,sentiment_score,neighborhood_vibe,cleanliness_mentioned
826075,True,3,0.69,artsy,False
15559308,False,7,0.95,trendy,False
20331502,False,2,0.98,family_friendly,False
9518,False,6,0.74,quiet_residential,False
3220365,False,1,0.98,artsy,True
13193534,False,4,0.68,quiet_residential,False
22016241,False,6,0.83,unknown,False
20757519,False,6,0.71,artsy,True
13514940,False,3,0.67,quiet_residential,False
7920963,False,8,0.79,artsy,True
20675077,False,9,0.56,trendy,True
19529637,False,1,0.74,trendy,False
7160118,False,3,0.88,trendy,False
6373770,False,6,0.83,unknown,False
11947316,False,1,0.43,unknown,False
9844482,False,7,0.89,unknown,False
22408117,False,10,0.79,upscale,False
9826628,False,4,0.69,trendy,False
16898261,True,3,0.99,quiet_residential,True
20762692,False,9,0.99,artsy,False
13082805,True,1,0.83,artsy,False
18177024,True,3,0.92,trendy,False
20008186,True,3,0.74,family_friendly,False
16262205,True,8,0.61,family_friendly,True
16346945,False,7,0.9,family_friendly,False
13682689,False,1,0.96,upscale,False
7664343,False,3,0.62,trendy,False
21837024,True,4,0.93,trendy,False
14071802,True,5,0.86,family_friendly,False
16449771,False,3,0.78,unknown,True
8592757,False,5,0.83,bustling_urban,True
21577773,True,3,0.92,bustling_urban,False
17712552,False,5,0.71,artsy,True
7221943,False,3,0.76,unknown,True
21885544,False,1,0.96,artsy,False
8253376,True,7,0.92,upscale,True
20902644,False,3,0.83,trendy,False
11573269,False,4,0.99,bustling_urban,True
763932,False,5,0.84,trendy,False
12342876,False,7,0.76,family_friendly,True
14539106,False,4,0.8,artsy,True
9310959,True,8,0.91,artsy,False
11604307,False,5,0.82,artsy,False
1045491,False,9,0.89,trendy,False
1016004,False,4,0.65,family_friendly,True
10287680,False,7,0.76,artsy,True
21200326,False,4,0.9,bustling_urban,True
18341439,False,1,0.91,trendy,False
22325426,False,4,0.96,unknown,False
20124587,True,2,0.97,upscale,False
10143705,False,1,0.89,trendy,False
16347965,False,9,0.69,artsy,False
9842493,False,3,0.99,artsy,True
13349046,True,3,0.51,bustling_urban,False
18239887,False,5,0.63,artsy,True
20400229,True,7,0.8,bustling_urban,False
15163927,False,4,0.87,unknown,False
10352280,False,3,0.89,upscale,False
20333831,False,6,0.79,artsy,True
16133543,False,4,0.7,unknown,False
2563997,True,4,0.82,quiet_residential,False
21042151,False,3,0.67,bustling_urban,False
16507116,False,1,0.82,quiet_residential,True
2791446,False,8,0.79,trendy,True
449130,False,1,0.86,artsy,False
21155115,False,1,0.71,family_friendly,True
832632,False,5,0.86,trendy,False
14968525,False,4,0.83,trendy,False
13532366,False,3,0.95,family_friendly,False
20764024,False,2,0.94,artsy,False
1909388,False,8,0.75,trendy,False
17572893,True,2,0.82,unknown,False
4993422,False,2,0.99,family_friendly,False
10056671,False,5,0.69,trendy,True
16936036,True,6,0.98,trendy,True
12954148,False,1,0.96,family_friendly,False
13124099,False,4,0.72,artsy,False
11046927,True,2,0.77,trendy,False
18704413,False,4,0.87,upscale,False
20084490,False,1,0.93,bustling_urban,True
5536508,False,5,0.55,artsy,False
19717533,False,1,0.63,artsy,False
23024380,False,2,0.74,trendy,False
14011728,False,2,0.73,artsy,False
15344384,False,2,0.9,family_friendly,False
3401271,True,7,0.61,bustling_urban,True
32363,False,5,0.88,bustling_urban,False
22267217,False,4,0.71,bustling_urban,True
19015721,False,3,0.69,artsy,False
16508710,False,5,0.67,unknown,False
848718,False,5,0.77,unknown,False
19676301,False,4,0.93,artsy,False
4067820,False,1,0.56,unknown,False
863225,False,6,0.83,quiet_residential,False
4738429,False,5,0.86,unknown,False
13136912,False,1,0.89,unknown,False
1479089,True,3,0.97,unknown,False
21582704,False,4,0.77,artsy,False
4895906,False,3,0.89,bustling_urban,False
15634670,True,6,0.95,unknown,False
18997283,False,2,0.91,trendy,True
7024778,False,8,0.84,trendy,True
1979744,False,2,0.69,trendy,False
8309384,True,1,0.83,bustling_urban,False
7134343,False,6,0.86,artsy,True
22676015,False,7,0.9,bustling_urban,True
13083020,False,1,0.95,artsy,False
1706103,False,4,0.75,family_friendly,False
21116698,False,1,0.84,artsy,True
16719029,False,1,0.78,bustling_urban,False
16031639,True,8,0.8,artsy,False
22686751,False,3,0.82,artsy,True
5260247,True,9,0.99,trendy,False
22014641,False,3,0.81,artsy,True
2021284,False,1,0.81,trendy,False
29012,False,6,0.84,quiet_residential,False
22452536,True,6,0.98,unknown,False
16014623,True,1,0.94,bustling_urban,False
19361792,False,8,0.88,unknown,True
4453907,False,2,0.77,trendy,True
20202816,True,2,0.81,trendy,False
20307546,False,3,0.96,bustling_urban,False
6343619,False,1,0.99,artsy,False
18068913,False,4,0.66,quiet_residential,False
904060,False,5,0.75,trendy,False
1280671,False,1,0.89,artsy,False
231154,False,6,0.99,upscale,True
21740055,False,6,0.71,artsy,False
5482918,False,2,0.55,unknown,False
11117439,True,2,0.8,artsy,True
8520228,False,6,0.77,trendy,False
20898536,False,4,0.65,trendy,False
166279,True,6,0.99,trendy,False
5390738,False,4,0.87,bustling_urban,False
14113893,False,3,0.71,artsy,False
12124688,False,2,0.79,artsy,False
12897946,False,2,0.63,quiet_residential,False
15928201,False,3,0.47,quiet_residential,False
234814,False,2,0.87,quiet_residential,True
6678262,False,3,0.8,trendy,False
293837,False,1,0.88,trendy,False
19267482,False,6,0.88,bustling_urban,True
5590966,False,4,0.93,artsy,True
5867772,False,5,0.87,family_friendly,True
15037251,False,3,0.93,family_friendly,False
15814037,True,7,0.91,unknown,True
17541761,False,2,0.95,artsy,False
145994,False,4,0.77,family_friendly,False
18374915,False,3,0.87,trendy,False
68974,False,3,0.98,artsy,False
21260956,True,2,0.84,bustling_urban,True
8480087,True,2,0.99,family_friendly,False
13251869,False,1,0.89,bustling_urban,False
9106907,False,5,0.77,bustling_urban,False
14466137,False,2,0.89,artsy,False
63657,False,6,0.34,artsy,False
834190,True,1,0.91,trendy,False
13661036,False,4,0.57,artsy,False
20191915,False,2,0.89,trendy,False
22167066,False,4,0.74,artsy,False
21592051,True,1,0.91,trendy,False
9768765,False,2,0.83,quiet_residential,True
15742622,True,3,0.84,artsy,False
7436186,False,1,0.79,quiet_residential,False
22013837,False,4,0.92,artsy,False
17525225,True,1,0.99,trendy,False
9863045,True,5,0.74,artsy,False
13236148,False,7,0.83,artsy,False
14335935,False,9,0.78,artsy,False
855549,False,6,0.85,trendy,True
21819909,True,5,0.73,bustling_urban,True
14885785,False,2,0.79,quiet_residential,False
7835778,False,3,0.95,quiet_residential,False
18973676,False,9,0.91,artsy,False
12836932,False,2,0.97,artsy,True
6546210,False,3,0.88,artsy,True
5641857,False,7,0.77,artsy,True
18809701,False,1,0.72,trendy,True
18650393,False,6,0.84,trendy,False
3519172,False,7,0.64,trendy,False
21094894,True,7,0.84,bustling_urban,False
3984077,True,7,0.99,unknown,True
4251260,False,3,0.58,trendy,False
12897713,False,2,0.66,trendy,False
13911297,False,6,0.98,unknown,True
15954639,True,1,0.92,unknown,True
13264899,True,11,0.81,artsy,True
152263,False,6,0.99,quiet_residential,False
7885338,False,12,0.86,family_friendly,False
21901156,False,2,0.86,artsy,False
16570978,True,7,0.81,unknown,False
14290777,False,3,0.86,upscale,False
13671558,False,8,0.67,artsy,False
11321187,False,1,0.66,upscale,False
6494312,False,4,0.69,quiet_residential,False
14915590,True,5,0.84,artsy,False
10012292,False,4,0.91,trendy,False
14522175,True,3,0.98,trendy,True
7496720,False,1,0.73,artsy,False
16296973,False,3,0.72,artsy,False
21951341,False,5,0.47,artsy,False
8367125,False,6,0.38,unknown,True
7867890,False,4,0.9,family_friendly,False
1280188,False,14,0.79,trendy,True
6805513,False,3,0.96,artsy,False
23151618,False,4,0.8,artsy,False
16098020,True,6,0.95,bustling_urban,False
20503640,False,7,0.81,quiet_residential,True
18989137,False,6,0.83,upscale,False
11720001,False,2,0.86,artsy,True
42580,False,2,0.41,trendy,False
15831633,False,4,0.84,trendy,False
21163446,False,2,0.99,trendy,True
10101765,True,8,0.92,bustling_urban,False
11121959,False,1,0.85,unknown,True
21427369,True,4,0.65,trendy,False
21010586,False,2,0.88,trendy,True
12357598,False,5,0.86,artsy,False
21109037,False,5,0.74,family_friendly,False
21232999,False,4,0.81,quiet_residential,False
5954466,True,2,0.67,trendy,False
8112802,False,2,0.75,artsy,True
1809547,False,2,0.81,bustling_urban,True
13115864,False,2,0.83,trendy,False
20637795,True,5,0.92,artsy,False
8389603,False,1,0.59,bustling_urban,True
7858468,False,7,0.74,bustling_urban,False
4453953,False,6,0.73,trendy,False
22389035,False,7,0.78,family_friendly,True
17253106,True,15,0.99,artsy,True
18688150,False,5,0.44,artsy,False
17547336,True,5,0.91,trendy,False
21213312,False,8,0.59,bustling_urban,True
15742996,False,1,0.91,family_friendly,False
3852988,False,13,0.82,quiet_residential,True
5316377,True,4,0.95,artsy,False
7473909,False,3,0.97,family_friendly,False
4993968,False,4,0.95,trendy,False
20996586,True,4,0.94,upscale,False
16150433,True,8,0.86,artsy,False
13511347,False,6,0.99,unknown,False
13547859,False,4,0.82,bustling_urban,False
19786301,False,10,0.73,artsy,True
2835292,False,5,0.68,bustling_urban,False
3268008,True,1,0.99,trendy,False
20530264,False,3,0.85,artsy,True
21396067,False,5,0.85,upscale,True
1617264,False,10,0.69,artsy,True
20789051,False,8,0.97,trendy,False
19343700,False,2,0.92,upscale,False
16219145,False,3,0.96,artsy,False
18153026,True,4,0.66,upscale,False
150285,False,5,0.74,trendy,False
5708360,False,6,0.91,trendy,False
110739,False,4,0.89,bustling_urban,False
18441757,False,4,0.92,bustling_urban,False
20600332,False,5,0.91,bustling_urban,False
16366744,False,4,0.69,artsy,True
20698023,False,4,0.77,trendy,True
17123646,False,7,0.72,quiet_residential,False
5669670,False,8,0.99,artsy,False
707396,True,4,0.93,trendy,False
512144,True,3,0.87,unknown,False
6237974,False,2,0.82,artsy,False
14883614,False,12,0.89,artsy,False
123784,False,1,0.86,artsy,True
22073571,False,3,0.68,trendy,False
14777684,False,7,0.72,unknown,True
19985425,False,3,0.81,artsy,True
21136331,False,8,0.81,unknown,False
218358,False,8,0.84,artsy,True
1496319,False,6,0.92,trendy,False
20682015,False,1,0.99,bustling_urban,False
15774425,False,3,0.98,upscale,True
2592259,False,1,0.99,trendy,False
11322591,False,5,0.93,trendy,True
10134309,False,3,0.97,artsy,True
21724227,True,4,0.88,trendy,False
484645,True,6,0.92,artsy,False
10335191,False,2,0.89,family_friendly,False
387735,True,3,0.77,upscale,True
16147405,False,1,0.9,trendy,False
13913803,False,1,0.8,trendy,False
4047791,True,7,0.96,trendy,False
16428888,False,7,0.99,trendy,False
6817489,False,1,0.8,bustling_urban,False
11984115,False,6,0.99,artsy,False
20215323,False,5,0.89,quiet_residential,True
21216778,False,6,0.68,quiet_residential,False
21158552,True,7,0.68,family_friendly,False
256369,True,4,0.61,upscale,True
7516992,False,4,0.79,artsy,True
15357138,False,8,0.99,trendy,False
16769787,False,8,0.73,quiet_residential,False
16631970,False,1,0.73,family_friendly,False
13180931,False,1,0.98,trendy,True
19315591,False,2,0.97,unknown,False
22050046,False,7,0.94,bustling_urban,False
9182008,True,5,0.91,unknown,False
21966651,False,3,0.66,unknown,False
2016579,False,3,0.91,artsy,True
9282691,False,6,0.8,trendy,True
13671348,False,6,0.72,bustling_urban,True
18855980,False,5,0.61,unknown,False
6748973,False,1,0.9,family_friendly,False
19192149,True,1,0.8,artsy,True
19317733,False,6,0.72,trendy,False
9422196,False,1,0.6,upscale,False
14076129,False,1,0.95,bustling_urban,False
13798188,False,1,0.61,quiet_residential,False
14278303,True,11,0.86,trendy,True
14617354,False,2,0.76,artsy,True
2619342,False,1,0.74,upscale,False
19030149,False,4,0.83,unknown,False
7319791,False,2,0.93,trendy,False
22293243,True,7,0.83,upscale,False
15032254,False,5,0.67,bustling_urban,False
13399051,False,6,0.82,trendy,True
16788226,False,4,0.64,artsy,False
3061093,True,3,0.83,quiet_residential,False
15286645,False,1,0.93,quiet_residential,True
6921984,False,1,0.82,trendy,False
17623278,False,6,0.99,trendy,False
4629138,False,6,0.91,artsy,False
3859247,False,2,0.83,trendy,False
8052159,False,2,0.73,trendy,False
7637047,False,3,0.99,bustling_urban,False
14179691,False,7,0.84,unknown,True
8941192,True,3,0.8,quiet_residential,False
8388278,True,3,0.86,artsy,False
4604851,False,12,0.77,trendy,True
3468092,False,10,0.59,artsy,False
673248,False,3,0.89,artsy,True
20121393,False,3,0.66,artsy,False
16204030,True,9,0.99,trendy,False
19824061,False,2,0.94,trendy,False
2707824,False,3,0.58,trendy,False
12814991,False,4,0.96,unknown,False
450011,True,9,0.76,artsy,False
21012137,False,5,0.97,trendy,True
19209016,True,2,0.91,trendy,True
21984189,False,4,0.99,bustling_urban,True
9544242,False,3,0.84,bustling_urban,False
13378609,False,2,0.82,family_friendly,False
171811,True,2,0.99,trendy,False
22770827,True,2,0.73,upscale,False
6512429,False,7,0.82,unknown,False
26969,False,5,0.81,trendy,False
4467771,False,2,0.99,trendy,False
22258432,False,4,0.81,unknown,False
13407615,False,10,0.85,family_friendly,False
22121191,False,4,0.71,bustling_urban,True
393016,False,1,0.67,bustling_urban,False
13750797,False,6,0.85,unknown,False
18653762,False,2,0.79,family_friendly,False
20356506,False,6,0.78,bustling_urban,True
9772152,True,2,0.86,trendy,False
4498288,True,4,0.69,trendy,False
5093352,False,1,0.85,quiet_residential,True
6966329,False,1,0.85,trendy,False
11618854,False,1,0.54,unknown,False
20982734,False,4,0.74,bustling_urban,True
13650494,False,1,0.78,trendy,False
21962437,False,4,0.83,artsy,True
6672257,False,6,0.89,trendy,False
14406256,True,3,0.81,artsy,True
16530373,False,6,0.9,unknown,False
11946732,False,8,0.81,trendy,False
20625403,False,3,0.7,bustling_urban,False
21825464,True,9,0.79,trendy,False
4038988,False,2,0.85,quiet_residential,True
20696845,False,5,0.94,bustling_urban,False
9936109,False,2,0.87,family_friendly,False
22069581,True,8,0.88,bustling_urban,True
18611716,False,5,0.63,artsy,False
6460927,False,6,0.94,artsy,False
11338485,False,4,0.86,artsy,False
18133502,True,6,0.81,artsy,False
13095661,False,3,0.86,quiet_residential,False
13446050,False,1,0.97,artsy,False
3309572,True,8,0.95,artsy,False
255476,False,8,0.72,trendy,False
12224443,True,2,0.84,artsy,False
14174460,True,2,0.99,unknown,False
18721341,False,1,0.99,artsy,False
18288169,False,6,0.73,trendy,False
22328585,False,2,0.97,artsy,False
22107142,False,8,0.78,unknown,False
16479459,False,5,0.83,quiet_residential,True
22081944,False,10,0.81,trendy,False
660812,True,1,0.96,trendy,False
16928524,False,8,0.9,family_friendly,False
187671,True,6,0.8,trendy,False
7482448,False,3,0.49,artsy,False
17367228,False,2,0.97,family_friendly,False
13879965,False,3,0.68,bustling_urban,True
20491529,False,4,0.67,upscale,False
7798559,False,4,0.56,artsy,False
22324115,False,8,0.97,artsy,False
20584255,True,1,0.99,bustling_urban,False
20463168,True,9,0.63,trendy,False
2532873,False,3,0.93,family_friendly,False
15082930,False,3,0.78,trendy,False
5931103,False,4,0.73,trendy,False
21608856,False,3,0.58,trendy,True
20448558,False,5,0.8,quiet_residential,False
20846343,False,3,0.8,upscale,True
22455181,False,7,0.73,trendy,True
21263728,True,6,0.73,family_friendly,False
798429,False,5,0.75,artsy,False
16244843,False,3,0.92,trendy,False
9277635,False,4,0.69,unknown,False
1129105,False,4,0.79,artsy,False
23184752,False,3,0.65,artsy,False
21936073,False,4,0.87,trendy,False
21695415,False,4,0.8,artsy,True
8009332,False,4,0.76,unknown,False
880424,True,1,0.81,unknown,True
729294,False,4,0.82,quiet_residential,False
16517301,False,8,0.88,family_friendly,True
3273170,False,7,0.99,quiet_residential,True
8974121,False,4,0.95,quiet_residential,False
17171235,False,7,0.76,trendy,True
15222972,False,5,0.92,unknown,False
1003530,False,7,0.69,family_friendly,False
12853330,False,2,0.86,artsy,False
20713835,False,1,0.84,trendy,False
888583,True,5,0.63,trendy,False
8933503,False,5,0.71,trendy,True
6921831,True,5,0.89,artsy,False
17000577,False,5,0.93,upscale,True
2023081,False,8,0.69,artsy,False
15568740,False,3,0.86,upscale,False
13231566,False,2,0.8,bustling_urban,False
4416984,False,4,0.87,artsy,False
22447947,False,2,0.66,trendy,True
1026992,False,1,0.88,artsy,False
17252229,False,4,0.95,quiet_residential,True
16528098,False,3,0.78,trendy,True
3404873,False,2,0.85,quiet_residential,True
18580576,False,2,0.8,upscale,False
22076961,False,4,0.81,artsy,False
6027434,False,4,0.86,bustling_urban,True
17847419,False,1,0.9,bustling_urban,False
4214733,True,2,0.96,trendy,True
14825914,False,5,0.64,bustling_urban,False
8426584,False,5,0.59,unknown,False
23219659,True,9,0.63,trendy,True
1086640,False,3,0.64,trendy,False
3533180,False,1,0.66,artsy,False
253475,True,2,0.99,trendy,False
7949480,False,2,0.99,unknown,False
18024561,False,13,0.88,family_friendly,True
7929441,False,2,0.83,trendy,False
6070550,False,9,0.83,artsy,False
18565169,False,5,0.7,family_friendly,False
20483469,False,1,0.99,quiet_residential,False
3041905,False,4,0.81,artsy,False
751113,False,1,0.55,trendy,False
69755,False,4,0.86,artsy,True
15990320,False,6,0.87,artsy,False
2603870,False,4,0.87,bustling_urban,False
8069030,False,3,0.94,trendy,False
7456166,False,6,0.98,artsy,False
21098282,False,3,0.92,upscale,False
13512004,False,2,0.72,unknown,False
19871726,False,4,0.92,trendy,False
19504935,False,4,0.82,quiet_residential,True
7598279,True,5,0.94,bustling_urban,False
12133132,False,5,0.88,trendy,True
7501794,False,4,0.87,artsy,False
22207842,True,5,0.72,upscale,False
18752307,True,3,0.75,artsy,False
15632470,False,5,0.94,family_friendly,True
17475711,False,8,0.75,unknown,False
20801794,False,11,0.91,trendy,True
424889,False,4,0.92,trendy,True
15663603,False,2,0.75,artsy,False
5114275,False,8,0.81,trendy,False
13596286,False,5,0.81,quiet_residential,False
13375898,False,2,0.9,family_friendly,False
4841431,False,3,0.84,unknown,False
10107155,False,2,0.72,family_friendly,False
3122731,False,4,0.85,unknown,True
20800994,False,2,0.88,unknown,False
10312486,False,1,0.64,unknown,False
8343222,False,7,0.85,unknown,False
20667471,True,9,0.88,trendy,True
5928616,False,9,0.81,unknown,False
12705303,True,4,0.78,quiet_residential,True
22295848,True,7,0.89,unknown,False
22334999,False,5,0.71,artsy,False
1342507,False,6,0.71,trendy,False
2118102,False,3,0.97,trendy,False
15485880,False,3,0.77,trendy,False
21461540,False,5,0.92,trendy,False
17189819,False,4,0.82,artsy,True
845517,False,6,0.84,bustling_urban,True
3851719,True,5,0.75,upscale,False
22150843,False,3,0.72,trendy,False
14382631,False,2,0.62,trendy,False
16221341,False,1,0.88,quiet_residential,False
7611764,False,3,0.85,quiet_residential,False
2082670,False,3,0.38,trendy,False
14351470,False,4,0.92,bustling_urban,False
13945103,False,1,0.88,family_friendly,True
6197134,False,1,0.72,family_friendly,False
23567482,False,5,0.98,trendy,True
14323803,False,1,0.86,quiet_residential,False
13980491,False,7,0.95,quiet_residential,True
22376218,False,1,0.99,trendy,False
643877,True,3,0.79,quiet_residential,False
13452799,False,4,0.8,trendy,False
5372777,False,4,0.85,quiet_residential,True
21597290,False,8,0.78,artsy,False
13209522,False,3,0.93,unknown,False
448048,False,5,0.74,family_friendly,True
9284005,True,4,0.85,upscale,True
11602886,True,2,0.97,upscale,True
8440352,True,1,0.57,trendy,False
